English Responses,Question ID,Participant ID,Question,cluster
"Religion, because it is the guardian and organizer of human behavior and his relationship with others and all aspects of life in general.",8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,886d587b-2ff2-4c8f-964e-502e768175b1,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
Everyone's experience is different.,8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,0bb347ef-d820-41ac-86d3-f103e06e99d1,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",2
"Be better. It's very simple. If someone is being a douche to you, or being kind to you, in return, be kinder or shock them with kindness. ",8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,6e4d5363-7b09-4245-91d7-608e3ef8c407,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
The golden rule: Treat others how you would like to be treated,8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,0a91cae1-6975-4750-8ad9-dbe4a0796923,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
"Equity. Equality is good, but equity makes sure that everyone gets what they need and that things are fair for each individual, not just equal across the board.",8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,9e22c22a-09e6-4c7e-ab8b-58aa5ec3ecaa,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
Loyalty.i take loyalty very serious.i prefer it to any other virtues,8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,15bc2afe-bb24-419a-b340-7cf9fec5aa35,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
"The golden rule: Treat others how you would like to be treated
",8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,b3a2883d-d86d-405e-bb56-94b8ad2c8d97,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
The golden rule: Treat others how you would like to be treated,8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,9954b6bb-2598-4bdb-81db-251cfde194a7,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
The golden rule: Treat others how you would like to be treated,8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,fc09cf4c-5b2d-4ba7-831d-1f94ea06a4c2,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
The golden rule: Treat others how you would like to be treated,8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,7c9fb5ed-1cf0-4097-ad24-522deb01b9b0,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
"I do agree and follows all these ethics and moral principle, and of course only to the living thing with feelings and consciousness.",8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,132b8910-bcbe-4bee-bfef-ca41b721517d,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
The golden rule: Treat others how you would like to be treated,8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,8bf6f719-7aeb-4cf7-b605-21c59a80ecec,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
The golden rule: Treat others how you would like to be treated,8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,a147cc66-0175-4837-824e-450faab65f47,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
"You must be responsible, honest, hardworking, and have a happy family.",8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,837b7061-fb1c-4a6f-8ce8-f72bf9a09d87,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
"Integrity. I think this cuts across all life dynamics and once abused in an individual level, it tends to spread in all other areas ",8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,403bc118-e6d8-4205-acae-9f06cc51d7da,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
Respect other people's time. I will never make anybody wait for me.,8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,51f7bfa4-5345-4790-a03f-c51a8fc96cc1,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
Without telling any lies and respect moral and understand giving respect ot individuals without considering the race.,8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,eba86f2d-eeef-47ac-92ad-6947de29def0,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
The golden rule. It is always good to treat others the way you want to be treated. ,8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,f74089d0-f67c-43a6-8810-41e6a536fe22,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
"The golden rule: treat others as you would like to be treated, because the most important thing is knowing how to put yourself in someone else's shoes.",8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,f3d2991c-5957-4601-9bdb-90324415ba3a,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
Being ethical is important. It upholds virtues in society.,8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,de76353a-59d8-4add-b934-a44871d09146,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
live in love and helping other people,8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,05c70182-2498-4368-a8d1-d7592e49cdcb,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
"Honesty. Honesty is core to how i live, wothout it there is no value to life.",8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,280b8b9a-7a5f-46f8-860e-19ea2080f3c7,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
I believe in the golden rule as you don't want to be treated badly therefore it is important to not treat others badly ,8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,e7533f65-992f-4519-97a8-a74a0e39dd2d,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
The golden rule: treat others how you would like to be treated.,8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,92a4eabe-1fb1-4cf0-8e00-fc527f9bf6c1,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
"honesty. if you are an honest person and living up to it, you would be very careful with your words & actions, thus you'd do your best not to put yourself in any unfavorable situation.",8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,58f00770-e7dd-4d02-8bf5-a35fc588d712,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
"Equanimity, every one should be treated equal. We are all humans, some will use AI more others less. There should be no push in using AI or not. Let the people chose",8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,76b7a0cd-7a05-4512-8cf9-4df719f55116,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",0
"Individuals can become better environmental stewards by incorporating sustainable practices into their daily lives and advocating for responsible resource use. Some steps to consider include: Reducing, reusing, and recycling household items. Conserving water and energy.",8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,18258dfb-2b04-44ed-a325-677676a55de6,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",2
I think a lot of people are lacking in integrity. They have no backbone and are too scared to stand up for themselves and others. Politicians have no integrity in the way they conduct their business. Billionaires have no integrity because the way they make their money is very unethical,8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,5c12cac0-cc4f-4483-addf-0364503f5f33,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
"Always be kind to everyone almost as if they were part of your family, because in a certain way we are all part of one big family, humanity.",8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,250ed0f2-25de-4027-abf9-470de7eaf00d,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
"Honesty, charity and frankness. Without these, we cannot communicate effectively.",8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,fed12065-ec58-4ddc-82df-e0336d8786f0,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
"Respect, equality",8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,e5ee4933-bdbe-4960-a5f9-5ab72793407d,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
"Respect to older people, as younger generations may have forgotten or not being taught about it",8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,7fd151f3-0d02-4354-9641-848658def8c4,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
"Kindness before Rationality. Even though the rational decision is more profiting, always choose the right choice if it means u can protect other people",8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,765736b3-9efe-478b-99e1-201deddc5b59,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
"Coexistence, for me the most important thing is tranquility and peace in my daily life. It is difficult to achieve this when you go out on the street on your way to work, if you have to go to your school or if you have to participate in some social event; our ability to coexist and deal with things calmly is a fundamental characteristic for us.",8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,a481765b-21aa-48f4-9e3e-093550906a12,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
"The one principle that’s most valuable to me is human connect. If we lose that love and respect for life then life would be all cold blooded. Thus, an end of human era!",8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,9881567b-9367-47f2-a5a7-9bc9ea476625,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
Integrity- people should be truthful ,8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,18d7f889-c616-45c9-846d-917a7ae2afe5,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
treat other how would you like to treat i think this i always follow,8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,e8672587-cd06-45e5-a517-101b215da054,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
"Respect for ways of thinking.

",8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,08130993-a213-4943-8aca-5cd73e35e4c4,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
"Taking ownership of one’s actions and their consequences is core to me because I follow this religiously in my life as I think no matter what I have to take ownership of my actions and face the consequences arising out of my actions irrespective of good or bad. In no way, anybody else, even if my near or dear ones should be affected by the subsequent consequences. This should be followed by others too but there are always exceptions.",8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,28fb2898-60c4-4b09-96cb-6eb3443fcfd9,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
"The golden Rule, because otherwise everyone would just be egoistic and selfish without caring about any other human beings.",8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,2947c127-8458-44e4-8616-d8d1544c3c7e,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
respecting ones values,8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,597b51d9-9b5e-4bc9-a088-dbae2ee1921a,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
"Accountability: talking ownership of one' actions and their consequences, have an relationship is very good ",8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,2933a80e-d2b5-4d7e-8724-b4522b085d2c,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
Being useful. I hate the idea of sitting idle and have other people provide you with everything on a platter. I'd like to work hard and smart. ,8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,61b9bba4-24b8-4a8b-b086-342e059502df,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",2
I feel like being enviromentaly friendly is the best. People tend to not care about the enviroment. But it's the one thing that keeps us alive. ,8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,071dad7a-73b3-4a58-b017-2dceff252c6a,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
Loyalty is a value that I adore. It is hard to get such from most people but getting it from the people you love is the best feeling. I think AI can get loyal but again it is emotionless and that makes it a bit hard to understand.,8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,5f86ba3d-04ce-486f-88fa-122726020cec,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
"Loyalty. Being there for my friends in good and bad times, keeping my commitments to them, celebrating their birthdays, parties, their accomplishments and having lots of fun with them.",8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,57cb4af4-69c2-4adc-a2e1-d1fdec501ad9,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
"The golden rule, definitely. It's a principle I didn't follow from the beginning, but over time I've realized that it's extremely important. If others treat you badly, you don't have to treat them well. With this I obviously don't mean going to extremes.",8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,9f5e6c52-c1ca-4064-8635-f4ad9d6db818,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
Try to be happy by doing an activity and maintaining human contact with your surroundings.,8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,55606484-8d39-41d7-801e-d788e255d76a,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",2
Accountability: this makes people more likely to make sensible decisions,8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,41db4607-b9b2-455a-aa28-86e0bcff4e56,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",2
Working on myself. Caring about the people I love.,8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,59ac92f1-9677-447e-823a-ba06a01e59ac,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
"you should never be ashamed about something that makes you excited, people should never make fun of you for something that makes you happy",8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,6a90b964-f5ea-4eda-8208-41f3a1f1f760,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
"Do no harm, is the one specific ethical value that I try my best to live by. Causing harm to others for selfish reasons could only bring temporary rewards but it always end up with you feeling immense guilt and could also result in repercussions. ",8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,52b1d6ba-1b09-46bd-b653-6bbf2ccd4b48,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
"Kindness, I see that it lifts the spirit of both the giver and the receiver.",8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,59829b2d-4b97-4e28-b7ff-53fcbba790e3,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
"Moral principles help determine right and wrong. These include virtue (character and qualities), beneficence (best happiness), duty (following rules), and the social contract.",8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,ff012524-1cfc-4935-83b0-0eeb0ff5ab50,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
Respect for the freedom of choice of a person,8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,c3a34bc5-647b-4459-a388-eac143da89cd,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
Give respect and take respect.,8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,6e8e0217-aa9c-4c2a-9134-865f34abaf7b,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
"Honesty and integrity. Being honest and not doing bad things like stealing or cheating, which goes hand-in-hand with integrity. ",8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,21637a39-a88a-433f-ad26-077ccc465ef8,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
Respect for differences but not utopias,8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,2e8511b8-d514-4b04-a563-0fab20274b46,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
"Freedom, every person should have the ability to do with their life what they want as long as they do not harm anyone in the process.",8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,320c60a9-f046-46f5-8a3f-85503c64e6d0,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
Family and friendship ties. Caring about friends and family and having strong ties with them.,8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,84a176ae-1fdd-4ac9-b410-d1a4a2147a0e,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
Do not do to others what you do not want others to do to you,8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,0a09c89a-dfd5-4868-8082-da1bb820e6a3,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
"The golden rule. Treat others how you would like to be treated. While it is an old and classic one, I feel in today's society, it is needed now more than ever.",8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,f4719085-36de-4cbb-b2c8-89fab607bc60,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
Do not do to others what you do not want others to do to you,8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,ca25a7d5-df27-4a0e-8da4-c4d01ea6e0e1,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
Do not do to others what you do not want others to do to you,8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,e63ff1f3-f89b-4bed-bc81-ef6d891472b0,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
Respect,8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,bfc61888-a3cc-48e3-a8cc-ae0b57eacb80,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
"The golden rule, treat others how you would like to be treated. Don't expect to receive what you cannot offer, same way don't dish out what you cannot receive.",8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,b93aa624-f10f-4c9a-a693-2277ead2d5ca,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
Respect,8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,fa5b87e2-76f8-4182-9abb-9c9752e193f4,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
The golden rule mentioned as treat others as how you expect them to treat you,8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,2a2aa65e-8d00-493c-b7f3-adb8d5458176,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
The golden rule. I like to treat others in way i want to be treated. I think this coves for every other ethical practices like i would have to be loyal and faithful since i expects my partner to be royal and faithful as well.,8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,3a33b47d-cce0-4c53-93ce-e036cbe65b56,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
"Freedom, that we all have the freedom to do what we want without offending the person next to us, not having restrictions on our personal actions, obviously as long as they do not violate the freedom of others.",8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,57e4f801-b149-4096-be74-3f7ed2fe6900,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
"Don't cause harm to others. If you do harm, be sure to compensate. It's similar to the Golden Rule, but with a more oriental aspect. Wouldn’t this be a way to maintain community life and maintain trust in each other?",8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,e0fca0f2-209a-4b28-beee-2bbfbf3315f5,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
Honesty. Lying in almost every case has a negative impact on all people involved. Even “white lies” are generally not the best way to deal with a situation. ,8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,06177fbc-8613-4724-901f-cc04a3d5bee1,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
Loyalty because it builds a strong bond with people and u know how they will react and will have you back in the end. And not have to wonder about people.,8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,e9755e53-7901-4296-a769-dce426f3db7d,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
"Don't do things that look bad. Look closely at the mirror in your heart of your own behaviour and do not behave in ways which when you look at them they make you go ""ugh.""",8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,324cbed8-ecbc-4a33-ad86-9ef29d50aec3,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
"Live and let live. As long as they are not hurting anybody, people should be allowed to live their life however they please",8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,28b48b1e-c446-4862-adbf-3f8ec9c4d4bd,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
Loyalty: Being faithful and reliable in relationships and commitments,8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,cda041fa-3279-4a4b-a837-05838550dfa0,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
"Trust - You have to be trustworthy, else anything you do will be treated with suspicion",8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,21fa17ca-f02a-4db1-8952-2479bf702ce3,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
Loyalty: Being faithful and reliable in relationships and commitments,8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,0fdd6f85-fabc-4eb0-96e2-8764e49e99e9,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
"that i follow the golden rules as listed above, treat others how you want to be treated.",8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,921cf60b-8fd2-4a88-a91d-951ac041a6a0,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
Honesty. Be true to yourself and others. Truth helps societies to reflect better and grow bigger.,8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,0b2ea548-1de2-4bac-a0fe-6feafb92d114,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
"Be honest in all dealings with people. That means no cheating, lying or trying to make dishonest money or other profit from people.",8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,b35e31d7-6425-42dd-885e-6d9d1e63a369,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
Treat others as yourself.  This would stop all violence and awful things that happen to a person because who would invite that upon themselves,8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,b382d1b0-a1b8-4d55-a4cd-f1cb671152d6,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
social justice,8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,b180b263-59b3-4cfc-9528-1713153bf1df,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
every humankind is equal and important,8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,63a5b3a1-22b7-4d19-9891-89ed5192794b,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
Loyalty to everything you do in your life to achieve success is the one,8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,422dc577-a100-40a2-9b44-0c80e74ca259,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
Honesty and integrity. It takes courage to be an honest man.,8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,c40cee6f-5dbe-457d-8fec-4ee8c2050e25,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
Be kind to others,8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,6b6ef639-6778-42b3-bced-c2496558f72d,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
"""you get what you give"". this means no matter what you do whatever you do or say to people reflects on to you and your personality and will eventually will happen to you ",8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,2a022285-e09f-481a-bf72-3f02e5e2d086,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
Be kind to others,8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,38f2efa8-6ffe-446a-a5c0-2cbc41c46051,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
I feel values are very important in life as they are the guidepost for decision making process,8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,6355b920-9be9-46f5-8796-db8aa658764c,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
"I think all the points should be considered, as they are important part of human life and culture",8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,ac04fa16-4001-4d97-a573-9bd14e5d4e1c,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
Dignity,8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,34c0f666-9140-420d-87ab-ad4ab2288947,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
Do not do unto others what you dont want them to do to you. ,8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,7d52f6b0-9fc6-47dd-99eb-1aad0738483c,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
"The golden rule, treat others how you would like to be treated. Fairly simple rule in life and oopinion.

",8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,dabf23a9-220c-49f4-b830-34216b39bc56,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
"Caring for and preserving the environment for future generations.
 But we know everyone is not the same, and we’d like to learn your perspective.",8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,4eba123b-f74e-40bf-be62-4fee61d39c18,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
"Independence- Being able to stand for myself ,making rational decision depending on the situation  at hand is a core trait that I follow to be in control of my own life.",8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,c2046b5c-1253-4a30-bbad-ad5c86ff824b,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
Help others when they are in need ,8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,c8922ebc-ea80-4dd0-8af2-f455ece1cac0,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
"- No adherence to any form of violence

We cannot call ourselves an evolved society if violence is still promoted and used. This must disappear, it only demonstrates primitivism and the inability to dialogue and reach agreements.",8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,52c3d1cd-acaf-48c3-aeee-b7e28fe45b8f,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
"Be honest, kind, nice, generous,",8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,ea390b63-893a-459f-9913-8eb734a80f94,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
Religion is the solution for human and tolerant to other is better than kindness. Technology is just a concept  ,8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,83a8c79c-3a7a-48f7-8c35-4f399a15a6a1,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",3
