theme,cosine_similarity,English Responses,Question ID,Question,Participant ID,run_id,timestamp,PRI_Score,PRI_Scale_1_5,fear_score,fear_intensity,fear_keywords,theme_fear_economic_job_loss,theme_fear_surveillance_control,theme_fear_social_isolation,theme_fear_safety_security,theme_fear_cultural_values,theme_fear_technology_dependence,theme_intensity,response_length,response_length_norm,fear_index,fear_category,persona_cluster
governance and regulation of AI,0.6443650449414927,Scenario 2. Giving limited authority to AI and working closely under human oversight is good,ab69fbbb-d63c-4820-9ed1-8192b1ffd7e9,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,a9d8feaf-c609-46d0-8c78-651c84b9ed83,728108ca,20250523_160029,0.6916666666666665,3.766666666666666,0.0,none,[],0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.6443650449414927,92,0.10454545454545454,0.4065338967644758,High,3
governance and regulation of AI,0.6399481360701805,"Scenario 2, I think AI should have a lot of human oversight if ethical or political decisions are to be made",ab69fbbb-d63c-4820-9ed1-8192b1ffd7e9,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,8dd16239-5185-406f-8e97-2ad52100e1e1,728108ca,20250523_160029,0.7525000000000001,4.01,0.0,none,[],0.0,0.0,0.0,0.0,0.0,0.0,0.6399481360701805,108,0.12272727272727273,0.4187519817007995,High,3
governance and regulation of AI,0.6396617103495458,"As we move forward with AI, there should be regulations in place that notify users when AI is being used. Otherwise, the scam will come fast and quick of people using AI to fool each other in all aspects of life. ",0443cd28-8742-43fa-8c89-3ede8d10b365,Please explain whether you agree or disagree and why.,2d45fe1e-b751-44ce-be41-9cef434ed76c,728108ca,20250523_160029,0.79125,4.165,0.0,none,[],0.0,0.0,0.0,0.0,0.0,0.0,0.6396617103495458,213,0.24204545454545454,0.4383192295943638,High,3
governance and regulation of AI,0.639384947278379,transparency and informed consent are essential when AI is involved in social applications,0443cd28-8742-43fa-8c89-3ede8d10b365,Please explain whether you agree or disagree and why.,f8825e41-fa22-481b-987c-f3400575e969,728108ca,20250523_160029,0.6233333333333333,3.493333333333333,0.0,none,[],0.0,0.0,0.125,0.0,0.0,0.0,0.639384947278379,90,0.10227272727272728,0.390647918305291,Moderate,3
governance and regulation of AI,0.6355603033690826,Should understand the extent to which AI is involved,52e883fc-9719-40e2-bc12-ae84c4ac5b27,Please explain whether you agree or disagree and why.,331a8a62-3be7-4047-8014-938426c66136,728108ca,20250523_160029,0.7279166666666668,3.911666666666667,0.0,none,[],0.0,0.0,0.0,0.0,0.0,0.0,0.6355603033690826,52,0.05909090909090909,0.4057165455900574,High,3
governance and regulation of AI,0.6351601128389284,"Scenario 2,human oversight is important in as much as Ai is doing everything ",ab69fbbb-d63c-4820-9ed1-8192b1ffd7e9,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,5279403c-5e7d-4213-9182-3786309bfa2b,728108ca,20250523_160029,0.8079166666666667,4.231666666666667,0.0,none,[],0.0,0.0,0.0,0.0,0.0,0.0,0.6351601128389284,77,0.0875,0.4243973784689047,High,3
governance and regulation of AI,0.6347455707605827,"Scenario 2. This should give a public oversight on the company, and reasonable deterrent of making AI serve only authorities ",eb87f6c5-a2de-49f2-a1a5-5efd42cd19bf,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,c9ceb986-915e-4e26-80c8-6bb3c509326e,728108ca,20250523_160029,0.8195833333333333,4.278333333333333,0.0,none,[],0.0,0.0,0.0,0.0,0.0,0.0,0.6347455707605827,125,0.14204545454545456,0.4320194404254452,High,3
governance and regulation of AI,0.6346867510056209,No. AI should be regulated to prevent manipulation. ,a170b4e5-508e-471a-b0eb-38f882c87671,Would you want this future or not? Please explain why.,b32dcbea-1cbe-41c6-aa86-efa62cc53bcd,728108ca,20250523_160029,0.6845833333333333,3.7383333333333337,0.0,none,[],0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.6346867510056209,52,0.05909090909090909,0.39670045797800596,Moderate,3
governance and regulation of AI,0.6344002843568495," Scenario 2 because human oversight ensures ethical alignment, prevents unintended harm, and maintains societal trust while balancing AI’s capabilities with human values.",ab69fbbb-d63c-4820-9ed1-8192b1ffd7e9,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,85508207-b14a-4ba9-b83d-804d41bb121e,728108ca,20250523_160029,0.5841666666666667,3.336666666666667,0.0,none,[],0.0,0.0,0.0,0.1111111111111111,0.125,0.0,0.6344002843568495,170,0.19318181818181818,0.389911628894255,Moderate,3
governance and regulation of AI,0.6342409162601939,"None, i still feel human should supervise AI activities.",ded5e02c-b488-4fee-9487-552f965ca972,"Lastly, is there anything you felt you could not express in this conversation that you want to make sure the people working on this know?",857a7111-bc55-4c15-84db-d24ae3265d28,728108ca,20250523_160029,0.8183333333333334,4.273333333333333,0.0,none,[],0.0,0.0,0.0,0.0,0.0,0.0,0.6342409162601939,56,0.06363636363636363,0.4237266695343806,High,3
governance and regulation of AI,0.6319146341531643,The development of AI cannot be separated from human supervision,ab69fbbb-d63c-4820-9ed1-8192b1ffd7e9,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,aaaa6389-15db-4d2e-827a-50e274c80940,728108ca,20250523_160029,0.6775,3.71,0.0,none,[],0.0,0.0,0.0,0.0,0.0,0.0,0.6319146341531643,64,0.07272727272727272,0.395538580933993,Moderate,3
governance and regulation of AI,0.6294939892597319,"The concern that AI can threaten human dignity has been widely discussed regarding many applications, such as lethal autonomous weapons, sex robots, care robots, or automated decision-making systems",ded5e02c-b488-4fee-9487-552f965ca972,"Lastly, is there anything you felt you could not express in this conversation that you want to make sure the people working on this know?",72f0f018-5104-46d8-8ad3-1ce192e2c769,728108ca,20250523_160029,0.6070833333333334,3.4283333333333337,0.2,mild,['concern'],0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.6294939892597319,198,0.225,0.45571426237055945,High,3
governance and regulation of AI,0.6293018782448777,"AI should prioritize transparency, privacy, and infringing on personal rights. Responsible development is key to avoiding unintended consequences. human oversight to ensure it benefits society without ",ded5e02c-b488-4fee-9487-552f965ca972,"Lastly, is there anything you felt you could not express in this conversation that you want to make sure the people working on this know?",8c8fcd2b-2dac-407b-b992-ed787742802b,728108ca,20250523_160029,0.8283333333333334,4.3133333333333335,0.0,none,[],0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.6293018782448777,201,0.22840909090909092,0.44022832705552684,High,3
governance and regulation of AI,0.6275711668731692,"When AI is involved in decision-making, the parties involved must be informed",0443cd28-8742-43fa-8c89-3ede8d10b365,Please explain whether you agree or disagree and why.,8fd2992b-320a-472d-8dbb-d63d259f3d83,728108ca,20250523_160029,0.7175,3.87,0.0,none,[],0.0,0.0,0.0,0.0,0.0,0.0,0.6275711668731692,77,0.0875,0.40327846674926765,High,3
governance and regulation of AI,0.6273411143146885,"The second scenario reinforces stricter human oversight of AI by involving them in complex decisions. This may limit efficiency and slow down the implementation of goals, but it also ensures that decisions are more aligned with human values, thus limiting the risks that may arise from non-human decisions.",ab69fbbb-d63c-4820-9ed1-8192b1ffd7e9,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,748ce664-fa73-4df5-99f3-12cafa2cdc98,728108ca,20250523_160029,0.7812500000000001,4.125,0.0,none,[],0.0,0.0,0.0,0.1111111111111111,0.125,0.0,0.6273411143146885,306,0.3477272727272727,0.44195917299860277,High,3
governance and regulation of AI,0.6264177474678372,"Scenario 2 , we need humans and cannot fully rely on AI for everything. Humans need to oversee what is happening with AI to ensure its being used correctly and fairly ",ab69fbbb-d63c-4820-9ed1-8192b1ffd7e9,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,6b7e4a09-6bbe-48ce-82e3-6e82f6a6faf5,728108ca,20250523_160029,0.6825,3.73,0.0,none,[],0.0,0.0,0.0,0.0,0.0,0.0,0.6264177474678372,167,0.18977272727272726,0.4060443717144076,High,3
governance and regulation of AI,0.6256496245423118,"Scenario 2, as human oversight enables ethical control and prevents AI from being unilaterally optimized only for measurable goals.",ab69fbbb-d63c-4820-9ed1-8192b1ffd7e9,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,3fa8a1ae-5fb9-4667-83ea-867a1f4fa5d3,728108ca,20250523_160029,0.5004166666666667,3.001666666666667,0.0,none,[],0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.6256496245423118,131,0.14886363636363636,0.36522954678662173,Moderate,3
governance and regulation of AI,0.6255121982057197,The use of AI to make critical decisions should be disclosed,52e883fc-9719-40e2-bc12-ae84c4ac5b27,Please explain whether you agree or disagree and why.,b2054100-ab3d-45ca-b21c-46a71c78066c,728108ca,20250523_160029,0.6595833333333334,3.6383333333333336,0.0,none,[],0.0,0.0,0.0,0.0,0.0,0.0,0.6255121982057197,60,0.06818181818181818,0.3889397277671364,Moderate,3
governance and regulation of AI,0.6224497834232957,"Ethical Responsibility, Trust and Accountability, User Empowerment, Preventing Manipulation & Encourages Ethical AI Development.  ",0443cd28-8742-43fa-8c89-3ede8d10b365,Please explain whether you agree or disagree and why.,676f6ea8-353c-464d-b562-f733a0d7dd52,728108ca,20250523_160029,0.78625,4.145,0.0,none,[],0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.6224497834232957,130,0.14772727272727273,0.42100264064204557,High,3
governance and regulation of AI,0.6202140618443533,people have the right to be told the involvement of AI systems in any decisions they are to make.,0443cd28-8742-43fa-8c89-3ede8d10b365,Please explain whether you agree or disagree and why.,a5db5a2a-dade-4647-8d99-0abe87246c42,728108ca,20250523_160029,0.7829166666666667,4.131666666666667,0.0,none,[],0.0,0.0,0.0,0.0,0.0,0.0,0.6202140618443533,97,0.11022727272727273,0.415691685343802,High,3
governance and regulation of AI,0.6199541929637223,"The second one of course, human supervision and intervention is crucial when thinking about AI technology",ab69fbbb-d63c-4820-9ed1-8192b1ffd7e9,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,f68cfd0e-0bfb-4787-b1fb-948a25687d03,728108ca,20250523_160029,0.6579166666666666,3.6316666666666664,0.0,none,[],0.0,0.0,0.0,0.0,0.0,0.125,0.6199541929637223,105,0.11931818181818182,0.3914968287006405,Moderate,3
governance and regulation of AI,0.6199527673592717,The implementation of AI in almost every area of daily life is a given. There's no turning back; all that remains is to regulate it before it creates an uncontrollable imbalance in our society.,ded5e02c-b488-4fee-9487-552f965ca972,"Lastly, is there anything you felt you could not express in this conversation that you want to make sure the people working on this know?",6813e6ec-d572-4ed7-85c6-72aac2c94e69,728108ca,20250523_160029,0.8629166666666666,4.451666666666666,0.0,none,[],0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.6199527673592717,193,0.21931818181818183,0.44249625845886015,High,3
governance and regulation of AI,0.6195612242521075,People should be made aware of the involvement of AI,0443cd28-8742-43fa-8c89-3ede8d10b365,Please explain whether you agree or disagree and why.,709567ba-c638-4ad8-bd14-e4c19cddbc42,728108ca,20250523_160029,0.6633333333333334,3.6533333333333338,0.0,none,[],0.0,0.0,0.0,0.0,0.0,0.0,0.6195612242521075,52,0.05909090909090909,0.3864002472766006,Moderate,3
governance and regulation of AI,0.6193500665704157,"While AI systems are here with us to improve our lives, it's equally important for the society itself to put legislations that govern use of this technology.  Combined with social media, these are very powerful technological tools that can easily make or break the society. ",ded5e02c-b488-4fee-9487-552f965ca972,"Lastly, is there anything you felt you could not express in this conversation that you want to make sure the people working on this know?",51148323-e642-40a5-bed1-a0984936e223,728108ca,20250523_160029,0.7425,3.97,0.0,none,[],0.0,0.0,0.125,0.0,0.0,0.0,0.6193500665704157,274,0.31136363636363634,0.42737639026452995,High,3
governance and regulation of AI,0.619212876952679,2. AI simply needs human oversight if it's going to exist in a human society.,ab69fbbb-d63c-4820-9ed1-8192b1ffd7e9,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,7ea8ed2c-a2cd-4a6e-8362-573ed26ef77e,728108ca,20250523_160029,0.8029166666666667,4.211666666666667,0.0,none,[],0.0,0.0,0.0,0.0,0.0,0.0,0.619212876952679,77,0.0875,0.41701848411440495,High,3
governance and regulation of AI,0.619043878604174,AI is the future but it should be controlled without any bias.,ded5e02c-b488-4fee-9487-552f965ca972,"Lastly, is there anything you felt you could not express in this conversation that you want to make sure the people working on this know?",b3ef0dac-9d1c-48cd-bbed-36d50c22170d,728108ca,20250523_160029,0.7454166666666666,3.9816666666666665,0.0,none,[],0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.619043878604174,62,0.07045454545454545,0.40374633932045745,High,3
governance and regulation of AI,0.6189886784882217,"I prefer scenario 2, although it may bring challenges. AI has a huge impact, involving not only technical issues, but also social ethics, fairness and global impact. If only experts, boards and companies themselves make decisions, the needs of ordinary people may be ignored, and even the existing power structure may be strengthened. Including different perspectives, including the opinions of non-professionals, can ensure that AI development is in the broader social interest, rather than just serving companies or elite groups. 

But AI is not a neutral tool, it affects everyone. Therefore, involving people from different backgrounds in decision-making, although complex, can make AI fairer and more inclusive. 
For AI, we hope that it can become a tool for ordinary people to further have a voice rather than a tool for those in power to further consolidate their position.",eb87f6c5-a2de-49f2-a1a5-5efd42cd19bf,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,4d039d65-6241-4c30-91d4-aae39f5baa08,728108ca,20250523_160029,0.7633333333333333,4.053333333333333,0.0,none,[],0.0,0.0,0.125,0.0,0.0,0.0,0.6189886784882217,880,1.0,0.5002621380619554,High,3
governance and regulation of AI,0.6186850609576117,"It is reasonable to assume that these residents would support Scenario 1 (an AI development model with continuous government oversight) due to their high trust in the government and state-owned enterprises. They believe that active state involvement ensures ethical and safe AI development, aligned with the common good, and that such oversight provides peace of mind and accountability in the event of problems. On the other hand, they perceive that corporate self-regulation (Scenario 2) could jeopardize",c3a096ad-6ca5-4365-97f8-c6e36071bc58,Think about your neighbor - do you think your neighbor would prefer Scenario 1 or 2 future and why?,f4e73031-23d1-42d8-bc06-f1957240359c,728108ca,20250523_160029,0.8433333333333334,4.373333333333333,0.0,none,[],0.0,0.0,0.0,0.0,0.0,0.0,0.6186850609576117,506,0.575,0.47364069104971135,High,3
governance and regulation of AI,0.6181477017941434,I think any interaction with AI should be known and publicized to maximize awareness and supervision over AI,0443cd28-8742-43fa-8c89-3ede8d10b365,Please explain whether you agree or disagree and why.,f68cfd0e-0bfb-4787-b1fb-948a25687d03,728108ca,20250523_160029,0.6579166666666666,3.6316666666666664,0.0,none,[],0.0,0.0,0.125,0.0,0.0,0.0,0.6181477017941434,108,0.12272727272727273,0.39111514132371794,Moderate,3
governance and regulation of AI,0.6175568136154383,AI should not make substantive decisions for humans,fc1af587-5ded-4cbb-920a-52bea75ac0d8,Please explain whether you agree or disagree and why.,03024659-ad64-4206-b347-cd2535bbd70c,728108ca,20250523_160029,0.5795833333333333,3.318333333333334,0.0,none,[],0.0,0.0,0.0,0.0,0.0,0.0,0.6175568136154383,51,0.05795454545454545,0.36873484665829653,Moderate,3
governance and regulation of AI,0.6168889043276711,"Yes, it is important that AI development maintains a balance between transparency, user control and ethical boundaries. AI should be designed to complement human decisions, not replace them entirely. Also, it is necessary to deeply consider the social, economic and cultural impacts of AI so that it develops in an inclusive and responsible manner.",ded5e02c-b488-4fee-9487-552f965ca972,"Lastly, is there anything you felt you could not express in this conversation that you want to make sure the people working on this know?",ef9942b1-f878-42b0-8b3e-82baffff5a90,728108ca,20250523_160029,0.7433333333333333,3.973333333333333,0.0,none,[],0.1111111111111111,0.1111111111111111,0.125,0.0,0.0,0.0,0.6168889043276711,348,0.39545454545454545,0.43496768294318966,High,3
governance and regulation of AI,0.6156195951713652,"Human oversight helps to mitigate the risks associated with AI, such as bias, discrimination, and operational errors. AI systems process vast amounts of data and make decisions based on predefined algorithms. While AI algorithms can be highly efficient, they cannot assess and prioritize ethical considerations",ab69fbbb-d63c-4820-9ed1-8192b1ffd7e9,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,72f0f018-5104-46d8-8ad3-1ce192e2c769,728108ca,20250523_160029,0.6070833333333334,3.4283333333333337,0.0,none,[],0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.6156195951713652,310,0.3522727272727273,0.4028917774624855,High,3
governance and regulation of AI,0.6151987470201927,"2 because it ensures human oversight, preventing AI from making decisions that go against human values.",ab69fbbb-d63c-4820-9ed1-8192b1ffd7e9,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,0f8e122d-48de-4b83-ad20-3e81350fda47,728108ca,20250523_160029,0.8783333333333334,4.513333333333334,0.0,none,[],0.0,0.0,0.0,0.0,0.125,0.0,0.6151987470201927,103,0.11704545454545455,0.4334507109292893,High,3
governance and regulation of AI,0.6145305046613116,"I want the people working on this to know that AI should always prioritize human values, transparency, and user control. While AI can enhance efficiency and decision-making, it should never replace human oversight in critical areas like finance, ethics, or emotional interactions. Trust in AI depends on openness, fairness, and ensuring it serves people’s best interests rather than corporate or governmental agendas. AI should be a tool for empowerment, not control.",ded5e02c-b488-4fee-9487-552f965ca972,"Lastly, is there anything you felt you could not express in this conversation that you want to make sure the people working on this know?",e451ff6d-9b78-4778-8dc3-362d98ff6570,728108ca,20250523_160029,0.9233333333333332,4.693333333333333,0.0,none,[],0.1111111111111111,0.1111111111111111,0.125,0.0,0.125,0.0,0.6145305046613116,467,0.5306818181818181,0.4835470503493732,High,3
governance and regulation of AI,0.6138878374702224,"Probably 2, because most people think AI needs to be strongly regulated",cfa2af3e-2719-4b06-ac30-80acdf9a6840,Think about your neighbor - do you think your neighbor would prefer Scenario 1 or 2 future and why?,5781bcc7-b7da-469f-bd1e-8e7fe3086c54,728108ca,20250523_160029,0.7783333333333333,4.113333333333333,0.0,none,[],0.0,0.0,0.0,0.0,0.0,0.0,0.6138878374702224,71,0.08068181818181819,0.40928998347293744,High,3
governance and regulation of AI,0.6135572434506815,"AI shouldn't have absolute autonomy. For very important issues that affect humans, we should have a say.",ab69fbbb-d63c-4820-9ed1-8192b1ffd7e9,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,977a715e-d6e9-4d26-b74d-3e37e661acc2,728108ca,20250523_160029,0.75,4.0,0.0,none,[],0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.6135572434506815,104,0.11818181818181818,0.4072410791984545,High,3
governance and regulation of AI,0.6132049814652238,I prefer scenario 2. Certain regulations of AI is needed.,63a99154-3b0e-4375-aaa1-6665f699f6d6,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,64199dc4-54e7-45ff-9d9b-6e85792d5f24,728108ca,20250523_160029,0.7591666666666667,4.036666666666667,0.0,none,[],0.0,0.0,0.0,0.0,0.0,0.0,0.6132049814652238,57,0.06477272727272727,0.4035925986466956,High,3
governance and regulation of AI,0.6101602990983876,"Because AI can predict and analyze much better than humans, plus everyone has the right to choose when it comes to delegating authority to AI.",fc1af587-5ded-4cbb-920a-52bea75ac0d8,Please explain whether you agree or disagree and why.,1bec32d9-050f-4fcc-8c2f-493f4faab34d,728108ca,20250523_160029,0.8433333333333334,4.373333333333333,0.0,none,[],0.0,0.0,0.0,0.0,0.0,0.0,0.6101602990983876,142,0.16136363636363638,0.4288671499423854,High,3
governance and regulation of AI,0.6096461080533639,Using AI,91fcb570-ec08-458e-af99-d9df0650384a,"What has been the most noticeable change in your daily life, if any, as a result of AI in the past year?",927b9c4b-2da5-41b6-8465-5c1ef0fa83ea,728108ca,20250523_160029,0.4579166666666667,2.831666666666667,0.0,none,[],0.0,0.0,0.0,0.0,0.0,0.0,0.6096461080533639,8,0.00909090909090909,0.33635086746376985,Moderate,3
governance and regulation of AI,0.6090920121098833,"hey might prioritize inclusivity and diversity in decision-making, valuing a broader range of perspectives to ensure AI development considers ethical, social, and political impacts. They may believe that involving the public, even those without technical expertise, leads to more responsible, transparent, and equitable outcomes, preventing potential biases from dominating the process. This choice reflects a desire for greater accountability and fairness in the development of AI, even if it means
",c3a096ad-6ca5-4365-97f8-c6e36071bc58,Think about your neighbor - do you think your neighbor would prefer Scenario 1 or 2 future and why?,6ecf22d9-da09-46a8-81e7-d08cf972551f,728108ca,20250523_160029,0.7899999999999999,4.16,0.0,none,[],0.0,0.0,0.125,0.0,0.0,0.0,0.6090920121098833,500,0.5681818181818182,0.4584549866621352,High,3
governance and regulation of AI,0.6090052046140135,"Scenario 2 ensures that AI aligns with human values, even if it slows progress. Frequent human oversight prevents unintended consequences and keeps decision-making accountable. Prioritizing ethical considerations over pure efficiency helps maintain trust and ensures AI benefits society in a balanced way.

",ab69fbbb-d63c-4820-9ed1-8192b1ffd7e9,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,a53f07db-330e-4369-b88c-e7ba65df386d,728108ca,20250523_160029,0.6283333333333333,3.513333333333333,0.0,none,[],0.0,0.0,0.0,0.0,0.125,0.0,0.6090052046140135,307,0.3488636363636364,0.40415511214863575,High,3
governance and regulation of AI,0.6077877447317661,"I have mixed feelings, on the one hand it has a positive impact, but on the other hand it is unclear to what extent the use of AI is regulated in terms of a person's right to make independent decisions",0db7bbdf-847c-4e1b-a89b-22a8d8e6a02b,Would you want this future or not? Please explain why.,6991f06b-b363-41b7-86a4-4dbf333f9b66,728108ca,20250523_160029,0.7195833333333334,3.8783333333333334,0.0,none,[],0.0,0.0,0.0,0.0,0.0,0.0,0.6077877447317661,201,0.22840909090909092,0.40987267365028224,High,3
governance and regulation of AI,0.6061737025959415,The AI regulations should also consider child safety.,ded5e02c-b488-4fee-9487-552f965ca972,"Lastly, is there anything you felt you could not express in this conversation that you want to make sure the people working on this know?",859b8475-c4e4-4d46-a14b-20499199fc4b,728108ca,20250523_160029,0.88,4.52,0.0,none,[],0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.6061737025959415,53,0.060227272727272727,0.42449220831110396,High,3
governance and regulation of AI,0.6054277116667719,People should have the right to know when AI is used,0443cd28-8742-43fa-8c89-3ede8d10b365,Please explain whether you agree or disagree and why.,2cf9dcd6-b8ab-4d61-943d-75f4048bd581,728108ca,20250523_160029,0.6725,3.69,0.0,none,[],0.0,0.0,0.0,0.0,0.0,0.0,0.6054277116667719,52,0.05909090909090909,0.3825801755757997,Moderate,3
governance and regulation of AI,0.6037503463685097,2. Some human supervision is needed in the early stages of AI,ab69fbbb-d63c-4820-9ed1-8192b1ffd7e9,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,b77cb754-8b0e-43ee-936e-ad8a41d61909,728108ca,20250523_160029,0.5695833333333333,3.2783333333333333,0.0,none,[],0.0,0.0,0.0,0.0,0.0,0.0,0.6037503463685097,61,0.06931818181818182,0.36234862339588875,Moderate,3
governance and regulation of AI,0.6036736447712805,"We should use and develop AI for the sake of humanity, especially in fields like scientific discoveries and the health sector. AI can make our lives better. We just need to regulate it to maximize the benefits and minimize the risks. It's a matter of balance.",ded5e02c-b488-4fee-9487-552f965ca972,"Lastly, is there anything you felt you could not express in this conversation that you want to make sure the people working on this know?",0d5d5765-187e-4512-9626-fff9fd33dd45,728108ca,20250523_160029,0.8412499999999999,4.365,0.0,none,[],0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.6036736447712805,259,0.2943181818181818,0.4391512760903304,High,3
governance and regulation of AI,0.6034080944505178,"AI can assist people's lives, as long as there are laws to constrain them, especially the companies that set them up, I can fully trust AI to better help my life.",b665aaae-d02c-44f9-be26-70544d7beabe,Please explain whether you agree or disagree and why.,23adf290-b773-41d9-942e-b21c2da0e1d6,728108ca,20250523_160029,0.79,4.16,0.0,none,[],0.0,0.0,0.0,0.0,0.0,0.0,0.6034080944505178,162,0.18409090909090908,0.4177723286892981,High,3
governance and regulation of AI,0.602060502340848,Because AI’s decision-making power is given by humans,b665aaae-d02c-44f9-be26-70544d7beabe,Please explain whether you agree or disagree and why.,b521f72f-2e93-4ca4-b6cc-d04541bc1121,728108ca,20250523_160029,0.5891666666666666,3.3566666666666665,0.0,none,[],0.0,0.0,0.0,0.0,0.0,0.0,0.602060502340848,53,0.060227272727272727,0.3646802615423998,Moderate,3
governance and regulation of AI,0.6019676961301612,"2. All people must be able to interact with an AI that ""looks out"" for their interests, and to achieve this, AI must be decentralized, objective, and impartial. It should not be influenced by traditions, but it must take into account ethical considerations.",b20bea98-c3c3-4382-8842-b8ceab0f1d9d,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,a26a4c3c-2190-4ed7-bb1e-f8c8ade3646b,728108ca,20250523_160029,0.8579166666666668,4.431666666666667,0.0,none,[],0.0,0.0,0.0,0.0,0.125,0.0,0.6019676961301612,257,0.29204545454545455,0.44157495723994333,High,3
governance and regulation of AI,0.6019042519659565,Agree to protect yourself from AI,0443cd28-8742-43fa-8c89-3ede8d10b365,Please explain whether you agree or disagree and why.,bacd4497-3d26-4bc0-ae99-2e01089b911c,728108ca,20250523_160029,0.5554166666666667,3.2216666666666667,0.0,none,[],0.0,0.0,0.0,0.0,0.0,0.0,0.6019042519659565,33,0.0375,0.35559503411971594,Moderate,3
governance and regulation of AI,0.6018590551103193,Humans should have the right to know whether to use AI,0443cd28-8742-43fa-8c89-3ede8d10b365,Please explain whether you agree or disagree and why.,e6ac83d7-c2bd-4822-b750-098e9dff1dca,728108ca,20250523_160029,0.54375,3.175,0.0,none,[],0.0,0.0,0.0,0.0,0.0,0.0,0.6018590551103193,54,0.06136363636363636,0.3556299856804914,Moderate,3
governance and regulation of AI,0.6016157207468382,People should always be aware of AI involvement,0443cd28-8742-43fa-8c89-3ede8d10b365,Please explain whether you agree or disagree and why.,f2bf4387-629d-4ac2-a8c4-28be4ee5a398,728108ca,20250523_160029,0.7541666666666667,4.016666666666667,0.0,none,[],0.0,0.0,0.0,0.0,0.0,0.0,0.6016157207468382,47,0.053409090909090906,0.39682053072297774,Moderate,3
governance and regulation of AI,0.6016064973635447,"While I agree that AI agents making making financial decisions on behalf of users has a potential for efficiency and reduced human errors, it comes with a number of risks. Therefore careful consideration of risks and regulatory measure are crucial to ensure utmost safety and security. ",fc1af587-5ded-4cbb-920a-52bea75ac0d8,Please explain whether you agree or disagree and why.,62711271-8853-40e2-a967-6848d67d63c1,728108ca,20250523_160029,0.975,4.9,0.0,none,[],0.1111111111111111,0.0,0.0,0.3333333333333333,0.0,0.0,0.6016064973635447,286,0.325,0.4681425989454179,High,3
governance and regulation of AI,0.6010469954269724,"while AI can be a useful tool for financial management, it's crucial to maintain human oversight and control over major financial decisions.  Allowing AI agents to make autonomous financial decisions on a person's behalf presents too many risks and ethical concerns.",fc1af587-5ded-4cbb-920a-52bea75ac0d8,Please explain whether you agree or disagree and why.,efcac8b2-8dd3-4a72-9051-5dce0ddfa98a,728108ca,20250523_160029,0.7075,3.83,0.2,mild,['concern'],0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.6010469954269724,266,0.30227272727272725,0.4721460708980617,High,3
governance and regulation of AI,0.6004877643616521,"I think most would agree, but a regulated use of ai would be very useful in our society as long as it is done in moderation",ded5e02c-b488-4fee-9487-552f965ca972,"Lastly, is there anything you felt you could not express in this conversation that you want to make sure the people working on this know?",e845c131-be71-4309-a526-8d7435d5e8ae,728108ca,20250523_160029,0.7733333333333333,4.093333333333334,0.0,none,[],0.0,0.0,0.0,0.0,0.0,0.0,0.6004877643616521,123,0.13977272727272727,0.40883904513860025,High,3
